Word,Number,Definitions,Type,Etymology
smile,0,"smile,smile",v,
smirl,0,,,
smisleen,0,sand-gaper shellfish,n,
smit,0,infect,v,
smok,0,smoke,v,
smook,0,"slip,draw on or off a garment",v,
smooky,0,oilskin smock,n,
smoor,0,"stifle, smother, choke,drown",v,
smoorikin,0,kiss,n,"OSc. smuirich, smurach, etc (< smuir, smoir 'smother, choke' < OE smorian 'smother, choke' < PGmc. *smūroną 'to suffocate, strangle') + -kin 'diminutive' < MLGmc. -ki(j)n 'id' < PGmc. *ikīną 'diminutive'"
smoot,0,slink,v,
smora,0,clover,n,
smuck,0,"slipper,Aithsting person",n,
smuckse,0,shuffle about in clumsy footwear,v,
smush,0,fine drizzle,n,
snaa,0,"snow,snow",n,"OE snaw, snāw, snaa 'snow' < PGmc. *snaiwaz 'snow' < PIE *snóygʷʰos 'snow' (*sneygʷʰ- 'to snow' +‎ *-os 'nmzr [thematic action noun]')"
snaafool,0,snow bunting,n,
snaar,0,turn of the tide,n,
snag,0,snag,n,
snake,0,snake,n,
snap,0,snap,v,
snapper,0,stumble,v,
sneck,0,"latch,latch",n,
snee,0,,,
sneeb,0,snow quietly,v,
sneester,0,"snigger, laugh quietly,snigger, private laugh,creak",v,
sneet,0,blow the nose,v,"OSc. snyte 'to wipe the nose' (1586) < OE snýtan 'id', ON snýta 'id' < PGmc. *snūtijaną 'id.' deriv. *snūtaz 'snout' + *-janą 'vbzr'"
sneetcloot,0,handkerchief,n,
snib,0,"bolt, locok, fasten",v,
snibbi,0,small bolt on a door,n,
snick,0,switch on/off,v,Imitative
snipper,0,"pucker,wrinkle",v,
snippik,0,snipe,n,
snippit,0,,,
snitter,0,biting cold wind,n,
snoilt,0,,,
snoiltit,0,cut very close,adj,
snøl,0,"simpleton, simple-minded person",n,
snooze,0,snooze,v,
snore,1,"sniff, snuffle (esp with cold)",v,
snore,2,snore,v,
snoriebane,0,toy consisting of the leg bone of a pig or a short piece of wood which makes a snoring noise when spun on a string,n,
snüd,0,"twist on twine or rope strands,twist,twist of temperament",n,
snug,0,close-cropped,adj,
snugooed,0,short-haired,adj,
snugshordet,0,seated comfortably,adj,
snurdipin,0,,,
snurl,0,"kink in a line or thread,frown or wrinkling of the brows",n,
snurt,0,"mucus from the nose,burnt end of a wick",n,"< Eng. snot < OE ġesnot 'nasal mucus' < PGmc. *snuttuz, *snuttaz 'nasal mucus'"
snush,0,"snort,snort",v,"Orkney and Shetland specific. Cf. No., Da. snuse, , Sw. snusa 'to sniff' < orig. uncertain but prob. LGmc. snoesen < PGmc. *snūtaz 'snout'"
snyirk,0,creak,v,
snyivveries,0,wooden toggles for fastening a garment,n,
snyøsk,0,"sniff noisily, to indicate peevishness",v,
snyurl,0,"tangle,kink (in line or thread)",v,
so,0,so,adv,
soag,0,half-sleeping condition,n,
soaroo,0,the Devil,n,
sob,0,sob,v,
soch,0,"deep sigh,sigh,sighing of the wind",n,
sociable,0,sociable,adj,
social,0,social,adj,
socialeesm,0,socialism,n,
socialist,0,socialist,n,
society,0,society,n,
sock,0,sock,n,
socket,0,socket,n,
soda,0,soda,n,
soe,0,"half-boiled limpets,fragments",n,
soge,0,,,
soitl,0,,,
sok,0,piece of knitting,n,
sokit,0,soaked,adj,"pst ptc soak < OE socian 'to soak, steep' < PGmc *sukk/gōną 'to suck' < PIE *suḱ-néh2"
solan,0,gannet,n,
solar,0,solar,adj,
soldier,0,soldier,n,
soleecitor,0,solicitor,n,
soleed,0,solid,adj,
solemn,0,extremely bad,adj,
solister,0,,,
son,0,son,n,
song,0,song,n,
songie,0,,,
son-in-laa,0,son-in-law,n,
sonsie,0,comely and attractive,adj,
soo,0,"sow, female pig",n,
sooans,0,"dish made from corn or oatmeal, soaked in water until fermented and strained. The remaining mealy substance is boiled in water and eaten like porridge.",n,
sooer,0,sour,adj,
sook,0,dry by exposure to wind,v,
sookies,0,,,
sookit,0,dried,adj,
sooky,0,good for drying,adj,
sool,0,plank in boat which lies between the hassens and reebins,n,
soolbrigdi,0,,,
soolp,0,"soft, soggy mass, especially of soil",n,
soom,0,swim,v,
soomin,0,crofter's livestock entitlement on a scattald,n,
soond,0,sound,n,
soople,0,flexible,adj,
soorik,0,sorrel,n,
soosed,0,cooked without coming to the boil,v,
sooter,0,,,
sooth,0,south,n,"OSc. south < OE svþ, sūþ 'south' < PGmc *sunþrą 'south' deriv. sun-þraz 'sun wards; sun side' < Pre-Gmc *sh₂únt(e)ros < PIE *sóh₂wl̥ 'sun'"
soothmoother,0,"person from the UK mainland, often used derogatorily",n,
sooth-spokken,0,"south spoken, i.e. speaking a British mainland language or accent",adj,
sopp,0,soap,n,
sørmoos,0,sign of life,n,
sorry,0,sorry,adj,
soss,0,wet mess,n,
sot,0,so (emphatic),adv,
soul,0,soul,n,
soup,0,soup,n,
source,0,source,n,
sove,0,"stun or be stunned with a blow,reduce to state of shock or stupefaction",v,
sovereign,0,sovereign,adj,
sowder,0,,,
sowdian,0,corpulent person,n,
sowl,0,soul; used as an expression of pity or mild disparagement when applied to someone,n,
spaek,0,speak,v,
spaekalation,0,"talking point of community, with a suggestion of scandal",n,
spaigie,0,delayed onset muscle soreness,n,
spang,0,bound,v,
Spaniard,0,Spaniard,n,
Spanish,0,Spanish,n,
spanner,0,spanner,n,
spare,0,spare,v,
sparl,0,"the long lower intestine between stomach and anus; rectum,Sausage made by stuffing the long lower intestine of a ruminant with chopped meat, fat, spice",n,"Shetland specific< ON sperðill 'little pebble of sheep/goat muck'. Further etymology unclear. Cf. Icel. sparð ‘sheep’s dropping’, Far. sperðill ‘the rectum’"
specific,0,specific,adj,
spectacular,0,spectacular,adj,
speculation,0,speculation,n,
speech,0,speech,n,
speecial,0,special,adj,
speecialise,0,specialise,v,
speecially,0,specially,adv,
speed,0,speed,n,
speeder,0,spider,n,
speel,0,struggle,n,
speer,0,ask,v,
speerit,0,spirit,n,
speet,0,"light, occasional rain,rain lightly, in bursts",n,
spell,1,spell,v,
spell,2,"relieve, take a turn in working",v,
spelt,0,spelt,adj,
spencer,0,V-necked woollen vest,n,
spend,0,wean,v,
spendin brash,0,,,
spent,0,in poor condition,n,
spew,0,vomit,v,
speweens,0,vomit,n,
spice,0,spice,n,
spike,0,spike,n,
spikk,0,fat,n,
spilt,0,leprous,adj,
spin,0,spin,v,
spinal,0,spinal,adj,
spine,0,spine,n,
spinner,0,spinner,n,
spinster,0,spinster,n,
spiritual,0,spiritual,adj,
spiritualist,0,spiritualist,n,
spittle,0,spit,n,
spleet,0,split,v,
spleet new,0,brand new,adj,
splendid,0,splendid,adj,
splore,0,turmoil,n,
spo,0,"prophesy, predict",v,
spoart,0,sport,n,
spoartsman,0,sportsman,n,
spoilkeen,0,,,
spokken,0,spoken,adj,
spøndrift,0,sea spray,n,
sponget,0,"of cow or sheep, black with broad white specks on the back and sides",adj,
spooi,0,curlew,n,
spoot,0,"squirt,quick, darting movement,make a rush,razor-clam",v,"OSc. spoutt, spute (16C), ME spout(e)n, spowt(e) (17C). Loan < MDu. spoiten, spouten 'to spout, squirt; inject' (> Du. spuiten 'id.') < PGmc *spīwatjaną 'to spit; spout' deriv *spīwaną 'to spit; spew' (< PIE *(s)ptēiw-/*(s)ptyēw- 'id.') +‎ *-atjaną 'vblz' (< PIE *-dyé-)"
spør,0,ask,v,
spot,0,"spot,spot",n,
spotless,0,spotless,adj,
spray,0,spray,n,
sprech,0,cry shrilly,v,
spree,0,jollification,n,
spreid,0,spread,v,
spret,0,rip up,v,
sprickle,0,wriggle,v,
spricklit,0,speckled,adj,
sprig,0,cobbler's nail,n,
spring,0,"leap,lively dance tune",v,
sprit,0,run very fast,v,
sproan,0,spray,v,
sproaneens,0,bird excrement,n,
sproot,0,"spout,spit",v,
spülli,0,"break up, throw around haphazardly,cause commotion",v,
spün,0,spoon,n,"OE spōn 'sliver, chip of wood, shaving' < Proto-Germanic *spēnuz 'chip, flake, shaving; piece of wood; (wooden) spoon', < uncert. but poss. PIE *(s)peh₂- 'chip, shaving, log, length of wood'. In OE, as in most Cont. lgs., the word only has general sense of ‘chip’; sense of 'spoon' is specifically Scand."
spunder,0,"race,rush",v,
spunk,0,spark,n,
spurrytail,0,earwig,n,
spyaal,0,,,
spyetak,0,,,
spyolk,0,splint,n,
squad,0,"A group of people organized for some common purpose; in Shetland, specifically, group of guizers participating in or performing at an Up Helly Aa festival",n,"< Fr. escouade, earlier esquade 'squad' < It. squadra 'squad, team; square' < Lat. ex- 'out, away'+ quadro 'I square' deriv. quattuor 'four' < PItc. *kʷettwōr 'four' < PIE *kʷetwṓr, pl.n. of *kʷetwóres 'four'"
squeeze,0,squeeze,v,
staag,0,walk stiffly,v,
staak,0,stalk,n,
staand,0,stand,v,
stab,0,fencing post,n,
stable,0,stable,adj,
stack,0,"high, prominent rock in the sea",n,
stack apøn him,0,,,
stack-steid,0,foundation of peat stack,n,
staet,0,state,n,
staetment,0,statement,n,
stage,0,stage,n,
staig,0,young horse,n,
stair,0,stair,n,
staircaess,0,staircase,n,
stairheid,0,stairhead,n,
stamak,0,stomach,n,
stammerin,0,transom knee in the bow and stern of a boat which binds the sides and the stem together,n,
stamp,0,"stamp,stamp",n,
standirt,0,standard,adj,
stane,0,stone,n,
stanebiter,0,,,
staneloppin,0,"blood blister,bruise",n,
stanepicker,0,,,
staneshaker,0,wheatear,n,
stang,0,shooting pain,n,
stank,0,ditch in which water stands,n,"O.Sc. stank 'a ditch, pond' (1400) < OFr. estanc 'a pool, pond' < Lat. stāgnum 'pond, swamp, fen; standing water'. Orig. obsc., poss < PIE *steh₂g- 'to seep, drip'"
stap,0,"dish where the liver and soft parts of the fish are mixed together and seasoned,mish-mash,small pieces",n,
stapple,0,pipe stem,n,
starboard,0,starboard,n,
starch,0,starch,n,
stari,0,starling,n,
starn,0,star,n,
start,1,start,v,
start,2,short period,n,
starty,0,fidgety,adj,
station,0,station,n,
stationary,0,stationary,n,
statistical,0,statistical,adj,
statue,0,statue,n,
stave,0,curved side piece of barrel,n,
steam,0,steam,v,
steamer,0,steamer,n,
steamin,0,very drunk,adj,
steek,1,vertical section connecting other sections in a piece of knittng. In lace knitting the steek separates quarters from each other or the edge from the body; in Fair Isle the steek is the front vertical strip that holds the garment together as a round while working on the piece.,n,"OSc. steik 'to stitch' (1502) < (N) OE stice 'a stitch' < PGmc. *stikiz 'a sticking, a prick' < PIE *(s)teyg- 'to be sharp, to sting'"
steek,2,"shut, block, obstruct",v,"OSc steke 'to block, obstruct' (1375), 'to exclude, to shut (a gate), to confine' (a.1400), 'to close the eyes' (1423). Orig obscure, possible same as steek 'stab, pierce' (see above) with the orig. notion of thrusting a door-bolt through a staple or similar"
steekit,0,"very thick, esp of mist,dense fog",adj,
steel,0,steel,n,
steelyard,0,steelyard,n,
steep,0,steep,adj,
steepel,0,pile of fish,n,
steeple,0,,,
steer,0,"stir,turmoil",v,
steid,0,foundation,n,
steidi,0,steady,adj,
stem,0,stem,n,
stenbiter,0,catfish,n,
stend,0,walk with long strides,v,
stengel,0,make a temporary urgent fix,v,
stenkle,0,wheatear,n,
stenshakker,0,wheatear,n,
stent,0,stretch,v,
stentit,0,very full,adj,
step,0,step,n,
-ster,0,"nominalizer,nominalizer",v > n,"OE -istræ, -estre, later -ystre, -istre 'agent noun suffix (esp feminine)' (PGmc. *-istrijǭ, *-astrijǭ < PIE *-is-ter-) > NMEng. 'agent noun suffix (masculine)'. -ster words came to be regarded as masculine from 16C on."
stervation,0,extreme cold,n,
sterve,0,"to be extremely cold, freezing cold",adj,
stervin,0,extremely cold,adj,
stick,0,"stick,stick",n,
sticky,0,sticky,adj,
stiff,0,stiff,adj,
stigg,0,,,
stiggisom,0,revolting,adj,
stiggle,0,walk unsteadily,v,
stigglie,0,"unsteady, especially legs",adj,
stiggy,0,stile,n,
stikk,0,,,
stile,0,stile,n,
still,1,still,adv,
still,2,"still, calm",adj,
still an on,0,nevertheless,adv,
stime,0,peer closely,v,
stimin,0,very drunk,adj,
stimna,0,stamina,n,
stink,0,stink,v,
stinkle,0,"meadow pipit, rock pipit",n,
stirleen,0,stirling,n,
stirn,0,shiver with cold,v,
stitch,0,"stitch,stitch",n,
stivven,0,to become stiff with cold,v,
stivvle,0,"strengthen, fill out",v,
stoal,0,legend,n,
stock,0,heart of cabbage,n,
stockdyook,0,mallard,n,
stockeen,0,stocking,n,
stockhaak,0,,,
stockwhaap,0,curlew,n,
støels,0,cut end of corn sheaf,n,
stoit,0,fit of obstinacy,n,
stoiter,0,move slowly and uncertainly,v,
støl,0,stool,n,
stole,0,"stole, rectangular shawl",n,
stoo,0,cut up,v,
stook,0,sheaf pairs,n,
stookie,0,,,
stoop,0,stoop,v,
stoor,1,stare,v,
stoor,2,"move swiftly,strong breeze,dust",v,
stoot,0,stout,adj,
stop,0,stop,v,
stør,0,penny,n,
store,0,store,n,
størick,0,"oatmeal drink to strengthen body, especially drunk by fishermen when hauling nets.",n,"Possibly Shetland specific. ON starkr, sterkr 'strong, powerful' < PGmc *starkuz 'stiff, rigid; strong', deriv. *sterkaną 'to become stiff, stiffen' < PIE *sterg- 'rigid, stiff'. Whence also OE st(e)arch 'severe, harsh; stiff, rigid; hard, rough; strong, powerful'. Cf also ON styrkr 'strength' < PGmc *sturkiz 'strength, stiffness', from same deriv and root."
storm,0,storm,n,
storyteller,0,storyteller,n,
storywirm,0,grub of the crane fly or daddy-long-legs,n,
stot,0,young castrated ox,n,
stott,0,"steer, young castrated ox",n,
stove,0,stove,n,
stowe,0,"store, put away",v,
stowen dunt,0,suddenly and unexpectedly,adv,
straaberry,0,strawberry,n,
strae,0,strae,n,
straen,0,made of straw,adj,
straff,0,"difficulty,state of anxiety",n,
straicht,0,straight,adj,
stramash,0,commotion,n,
stramp,0,"step, stride,walk firmly, trudge",n,
strap,0,strap; also in the sense of leather strap used for punishment in schools,n,
stravaig,0,wander aimlessly,v,
streek,0,lay out a dead or unconscious body,v,
street,0,street,n,
streetch,0,stretch,v,
streinge,0,"strange,wonder, marvel",adj,
streingely,0,strangely,adv,
streinger,0,stranger,n,
streit,0,straight,adj,
strem,0,Spring tide,n,
strent,0,strength,n,
stress,0,stress,n,
stret,0,tight (-fitting),adj,"OSc. strait 'narrow' (1375), ME streit 'tight, narrow' < OFr. estreit 'narrow, tight, close' < Lat. strictus 'drawn, tightened', deriv. pst ptc of stringĕre 'to tighten, bind tightly'< PItc *strenge/o 'to tie' < PIE *strengʰe/o- 'to draw, tie'"
strick,0,strike,v,
stridey-legs,0,astride,adv,
striffen,0,thin intestinal tissue,n,
string,0,strong current,n,
strinklin,0,small quantity spread evenly,n,
strip,0,strip,v,
stripe,0,small stream,n,
stritt,0,,,
strodie,0,"lane between two walls,grassy strip",n,
strødiment,0,mood of high excitement,n,
stroint,0,"pipe, spout",n,
strointpipe,0,mouth of drain,n,
stroke,0,"stroke,stroke",v,
strong,0,strong,adj,
strongly,0,strongly,adv,
strood,0,suit,n,
stroods,0,shrouds on a boat,n,
stroop,0,spout of kettle,n,
stroopie,0,"teapot,penis (colloq.)",n,
strops,0,braces,n,
strug,0,toil,n,
struggle,0,struggle,v,
strynd,0,inherited trait,n,
stu,0,to be in heat (of mare),v,
stuck,0,stuck,adj,
student,0,student,n,
studge,0,"walk heavily,short, stout figure",v,
study,0,study,v,
stuff,0,stuff,n,
stuggit,0,full of food,adj,
stumba,0,thick mist,n,
stump,0,stump,n,
stumse,0,be bewildered,v,
stunk,0,pant,v,
stupeed,0,stupid,adj,
sturdy,0,sheeps desease,n,
sturken,0,"harden, solidify,coagulate",v,
style,0,style,n,
stylk,0,single stalk of straw,n,
styooch,0,"mass of dust,sea spray,commotion",n,
subject,0,subject,n,
submarine,0,submarine,n,
subsidy,0,subsidy,n,
subtenant,0,subtenant,n,
subtle,0,subtle,adj,
succeed,0,succeed,v,
success,0,success,n,
successfilly,0,successully,adv,
successor,0,successor,n,
sudden,0,sudden,adj,
suddenly,0,suddenly,adv,
suddert,0,to the south,adv,
suet,0,suet,n,
suffer,0,suffer,v,
suffix,0,suffix,n,
sukkalegs,0,leggings,n,
sukkamire,0,,,
sulbrigdi,0,,,
sum,0,some,det,
sumeen,0,someone,pro-form,
sumthin,0,something,pro-form,sum+thing
sumwye,0,"somewhere,somehow",adv,
Sundy,0,Sunday,n,
sungaets,0,"clockwise, in the direction of the sun",adv,
sungie,0,hermaphrodite,n,
sunsheen,0,sunshine,n,
super,0,super,adj,
superb,0,superb,adj,
superintendent,0,superintendent,n,
superior,0,superior,adj,
supernatural,0,supernatural,adj,
supersteetion,0,superstition,n,
superstore,0,superstore,n,
supervise,0,supervise,v,
supper,0,supper,n,
supply,0,supply,v,
suppose,0,suppose,v,
sure,0,sure,adj,
surely,0,"apparently,surely",adv,
surface,0,surface,n,
surgeon,0,surgeon,n,
surgical,0,surgical,adj,
surnaem,0,surname,n,
surprise,0,surprise,v,
surroond,0,surround,v,
survive,0,survive,v,
survivor,0,survivor,n,
sutchkin,0,sibling,n,
swaabie,0,greater black-beaked gull,n,
swaander,0,stagger,v,
swaar,0,"swathe,darkest time of night",n,
swaara,0,"thick, heavy yarn, esp used for work clothes",n,
swaarlik,0,miry hole,n,
swab,0,swab,n,
swack,0,"active,energetic,supple",adj,
swaet,0,"sweat,sweat",n,"OSc. swet(e), sweit, sweat, etc. < OE swætan 'to sweat', swāt 'sweat' < PGmc. *swait- 'sweat' < PIE *sweyd- 'sweat; to sweat'"
swall,0,swell,n,OSc. swall 'swell; to swell' (1598) < nmlz OE swellan 'to swell' < PGmc *swellaną 'to swell' < uncertain origin. Perhaps PIE *su̯el-nṓ 'to swell'
swally,0,,n,
swan,0,swan,n,
swap,0,swap,v,
swapp,0,"strike with a sudden blow,fling; cast of fishing line,blow in gusts",v,
sware,0,square,n,
swarf,0,brief fainting turn,n,
swarfish,0,spotted blenny,n,
swart,0,black,adj,
swartback,0,,,
swash,0,large amount of drink,n,
swatch,0,swatch,n,
swats,0,liquid in which oatmeal has been soaked,n,
swear,0,swear,v,
Swede,0,Swede,n,
Swedish,0,"Swedish,language variety",adj,
swee,0,"singe, smart, sting",v,
sweel,0,swing around,v,
sweem,0,swim,v,
sweeminpøl,0,swimming pol,n,
sweerie,0,"difficult,lazy",adj,
sweerie-ging,0,first row in knitting,n,
sweerta,0,laziness,n,
sweet,0,fresh,v,
sweethert,0,sweetheart,n,
sweetie,0,"sweetie, candy",n,
sweetra,0,,,
sweevel,0,"swivel, swing about,whirlwind, gust of wind coming around corner",v,
swell,0,swell,v,
swettek,0,,,
swick,0,cheat,v,
swidder,0,,,
swill,0,rinse,v,
swine-moothed,0,,,
swing,0,swing,n,
swinkle,0,splash gently,v,
swinklin,0,be drunk,adj,
swipe,0,swipe,v,
swird,0,a piece of grassy ground,n,
swirten,0,flatten,v,
Swiss,0,Swiss,adj,
switch,0,"switch,switch",v,
swittik,0,wild angelica,n,
swittle,0,splash gently in water,v,
sword,0,sword,n,
SWRI,0,,,
sye,1,scythe,n,
sye,2,strain through sieve,v,
syer,0,sieve,n,
syercloot,0,straining cloth,n,
syestane,0,sharpening stone,n,
sygonical,0,,,
sylkie,0,seal,n,
syllable,0,syllable,n,
syllabus,0,syllabus,n,
symbol,0,symbol,n,
synd,0,rinse,v,
syne,0,that time,adv,
syringe,0,syringe,n,
system,0,system,n,
-t,0,past participle; denotes a completed state or action. Derivative forms used as adjectives.,v,
ta,0,"thanks,thank you",interj,
Ta,0,,,
taand,0,"firebrand,piece of burning peat",n,
taas,0,narrow streaks of light,n,
taat,0,thick worsted yarn for making rugs,n,"OSc. tat 'matted tuft of hair' (1513) < OE tættec(a) 'rag' < ON þáttr 'tuft; single strand of rope/twine' < PGmc. þanhtu- 'thread' < PIE *tonk-tu, deriv. *tek- 'weave, braid'"
taatie,1,potato,n,
taatie,2,potato,n,
taatieboky,0,,,
taatiecraa,0,toy made of a potato with several seagull feathers stuck into it. When thrown into the air it spins and makes a whirring sound,n,
taatiemøld,0,potato ground,n,
taatit,0,made of taat,adj,
taav,0,"caulk boat timbers,pack solid",v,
taavreens,0,plant roots,n,
table,0,table,n,
tabnab,0,pastries or cakes,n,
tack,0,,,
tae,1,"to,to",verbprt,"OE tō < PGmc. *tō, *ta 'to' < PIE *de, *do 'and but; to(wards)'"
tae,2,dinner,n,
tae,3,toe,n,
taeg,0,strip of land,n,
taegirse,0,wild thyme,n,
taek,0,thatch,n,
taekgaet,0,clear area on roof where thatcher stood when working,n,
taekit,0,thatched,adj,
taelor,0,tailor,n,
Taen til,0,,,
taen up,0,,,
taengs,0,"pliers, pincers",n,
taepot,0,teapot,n,
taest,0,taste,v,
taesty,0,tasty,adj,
taft,0,"boat seat,thwart",n,
tag,0,tag,n,
tagidder,0,together,adv,
tagset,0,dishevelled,adj,
tag-set,0,hound,v,
tail,0,tail,n,
taing,0,flat tongue of land projecting into the sea,n,"Early Scand. loan in northern varieties (known in literature from 14C) but probably in much earlier use in northern Eng & Sc. < ON tangi 'point, spit of land, tang of a knife, etc.', No., Da. tange, Sw. tång(e), Far. tangi. 'id.' < PGmc. *tangan 'tip, blade', orig. obscure, possible < PIE donǵʰon"
tair,0,tear,n,
tak,0,take,v,
tak a hadd,0,,v,
Tak aboot,0,,,
Tak aff,0,,,
Tak at,0,,,
Tak care,0,,,
tak da dorts,0,go into a sulk,v,
Tak dy sokk,0,,,
Tak ill wi,0,,,
Tak in fir,0,,,
Tak on,0,,,
Tak up,0,,,
talc,0,talc,n,
tale,0,tale,n,
talk,0,speak English (in affected manner),v,
tall,0,tall,adj,
Tammasmass,0,"21 December, St Thomas's Day, midwinter",v,
tammie noddie,0,"child directed speech word for sleep, approx. Wee Willie Winkie",n,
tammie norie,0,puffin,n,
tamto,0,heyday,n,
tane,0,the one,pro-form,da + een
Tane firnenst da tidder,0,,,
tang,0,seaweed,n,
tangbowe,0,seaweed ball,n,
tangel,0,,,
tangfysh,0,,,
tangie,0,,,
tangsparrow,0,,,
tang-sporrow,0,rock pipit,n,
tangwhaap,0,,,
tang-whaap,0,whimbrel,n,
tank,0,"tank,tank",v,
